,Roseburia intestinalis,Phocaeicola vulgatus,Bacteroides uniformis,[Ruminococcus] gnavus,Escherichia coli,Enterocloster clostridioformis,Parabacteroides distasonis,Flavonifractor plautii,Bifidobacterium pseudocatenulatum,Erysipelatoclostridium ramosum,Veillonella atypica,[Clostridium] innocuum,Hungatella hathewayi,Veillonella dispar,Haemophilus sp. HMSC71H05,Veillonella infantium,Bifidobacterium bifidum,Bifidobacterium longum,Haemophilus parainfluenzae,Veillonella parvula,Gordonibacter pamelaeae,Intestinibacter bartlettii,Clostridium neonatale,Bifidobacterium breve,Veillonella sp. T11011-6,Anaerotruncus colihominis,Streptococcus thermophilus,Bifidobacterium dentium,Enterococcus faecium,Tyzzerella nexilis,Megasphaera micronuciformis,Campylobacter concisus,Phocaeicola dorei,Bacteroides faecis,Bifidobacterium adolescentis,Dorea formicigenerans,Coprococcus comes,Collinsella aerofaciens,Parabacteroides merdae,Faecalitalea cylindroides,Bacteroides ovatus,[Ruminococcus] torques,Lacticaseibacillus rhamnosus,Phascolarctobacterium faecium,Bacteroides salyersiae,Blautia wexlerae,Bacteroides caccae,Alistipes putredinis,[Eubacterium] rectale,Eggerthella lenta,Bacteroides fragilis,Eubacterium limosum,Alistipes finegoldii,Enterocloster bolteae,Veillonella rogosae,Streptococcus mitis,Clostridium bolteae CAG:59,Faecalibacterium prausnitzii,Prevotella bivia,Holdemania filiformis,Aeriscardovia aeriphila,Barnesiella intestinihominis,Roseburia faecis,Anaerostipes hadrus,Fusicatenibacter saccharivorans,Roseburia hominis,Ruminococcus bromii,Roseburia inulinivorans,Ruthenibacterium lactatiformans,Bilophila wadsworthia,Coprobacillus cateniformis,Enterocloster asparagiformis,Butyricimonas synergistica,Parabacteroides goldsteinii,Alistipes shahii,Butyricimonas virosa,Victivallis vadensis,Clostridium paraputrificum,Enterocloster lavalensis,Klebsiella michiganensis,Christensenella minuta,Collinsella intestinalis,Streptococcus parasanguinis,Lachnospira pectinoschiza,Eubacterium sp. CAG:180,Eubacterium sp. CAG:38,Dorea longicatena,Lachnospira eligens,Bacteroides galacturonicus,[Clostridium] symbiosum,Gemmiger formicilis,Coprobacter secundus,Blautia obeum,Lactobacillus rogosae,Adlercreutzia equolifaciens,Streptococcus lutetiensis,Enterococcus gallinarum,Enterococcus casseliflavus,Varibaculum cambriense,Citrobacter freundii,Atlantibacter hermannii,Prevotella copri,Prevotella buccae,Acinetobacter pittii,Roseburia sp. CAG:182,Klebsiella oxytoca,Actinomyces sp. ICM47,Blautia hansenii,Bacteroides xylanisolvens,Bacteroides thetaiotaomicron,Dialister invisus,Bacteroides stercoris,Enterocloster aldenensis,Anaerobutyricum hallii,Enterococcus faecalis,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae,Gemella haemolysans,Citrobacter youngae,Streptococcus sp. SK643,Paraclostridium bifermentans,Proteobacteria bacterium CAG:139,Anaeroglobus geminatus,Limosilactobacillus mucosae,Turicimonas muris,Parasutterella excrementihominis,Schaalia turicensis,Actinomyces urogenitalis,Streptococcus salivarius,Ligilactobacillus ruminis,Staphylococcus epidermidis,Staphylococcus hominis,Peptostreptococcus anaerobius,Enorma massiliensis,Fusobacterium nucleatum,Slackia isoflavoniconvertens,Megasphaera elsdenii,Bacteroides faecis CAG:32,Phocaeicola plebeius,Lactobacillus paragasseri,Clostridium perfringens,Haemophilus haemolyticus,Blautia sp. CAG:257,Sellimonas intestinalis,Anaerostipes caccae,Bacteroides cellulosilyticus,Clostridium sp. D5,Clostridioides difficile,Gemella sanguinis,Schaalia odontolytica,Actinomyces naeslundii,[Ruminococcus] lactaris,Akkermansia muciniphila,Alistipes inops,Ruminococcus bicirculans,Odoribacter splanchnicus,Firmicutes bacterium CAG:83,Alistipes indistinctus,Firmicutes bacterium CAG:110,Bifidobacterium animalis,Intestinimonas butyriciproducens,Clostridium sp. CAG:58,Agathobaculum butyriciproducens,Enterocloster citroniae,[Eubacterium] siraeum,Bacteroides finegoldii,Coprococcus catus,Eubacterium ramulus,Ruminococcus callidus,Turicibacter sanguinis,Lawsonibacter asaccharolyticus,Holdemanella biformis,Ruminococcus obeum CAG:39,Eisenbergiella massiliensis,Veillonella tobetsuensis,Blautia producta,Firmicutes bacterium CAG:424,Butyricicoccus pullicaecorum,Firmicutes bacterium CAG:646,[Clostridium] spiroforme,Massilimicrobiota timonensis,Blautia coccoides,Streptococcus sp. A12,Clostridium butyricum,Enterococcus avium,Leuconostoc gelidum,Proteus mirabilis,Actinomyces sp. HPA0247,Haemophilus parahaemolyticus,Lachnoclostridium sp. An118,Eubacterium ventriosum,Roseburia sp. CAG:309,Lactobacillus acidophilus,[Clostridium] leptum,Oscillibacter sp. 57_20,Firmicutes bacterium CAG:145,Lactococcus lactis,Roseburia sp. CAG:471,Pseudoflavonifractor sp. An184,Streptococcus infantis,Eubacterium sp. CAG:274,Lachnospiraceae bacterium oral taxon 096,Streptococcus oralis,Citrobacter braakii,Prevotella corporis,Lactococcus raffinolactis,Citrobacter koseri,Haemophilus sputorum,Citrobacter farmeri,Prevotella disiens,Selenomonas artemidis,Eisenbergiella tayi,Actinomyces sp. HMSC035G02,Actinomyces oris,Selenomonas noxia,[Clostridium] scindens,Bacteroides sp. CAG:443,Bacteroides clarus,Dorea sp. CAG:317,Fusobacterium mortiferum,Streptococcus pasteurianus,Clostridium sp. CAG:167,Murimonas intestini,Hungatella effluvii,Dielma fastidiosa,Streptococcus australis,Anaeromassilibacillus sp. An250,Bifidobacterium catenulatum,Eubacterium sp. CAG:251,Prevotella sp. CAG:891,Desulfovibrio piger,Megamonas funiformis,Megamonas funiformis CAG:377,Firmicutes bacterium CAG:94,Megamonas hypermegale,Desulfovibrionaceae bacterium,Ruminococcaceae bacterium D16,Adlercreutzia caecimuris,Coprococcus eutactus,Eubacterium sp. OM08-24,Clostridium sp. CAG:299,Clostridium sp. CAG:242,Lacrimispora saccharolytica,Leuconostoc mesenteroides,Lachnoclostridium sp. An131,Streptococcus sanguinis,Corynebacterium argentoratense,Aggregatibacter aphrophilus,Lachnoclostridium sp. An138,Alistipes onderdonkii,Coprobacter fastidiosus,Enterococcus malodoratus,Terrisporobacter othiniensis,Bifidobacterium pseudolongum,Lachnoclostridium sp. An76,Allisonella histaminiformans,Clostridiales bacterium 1_7_47FAA,[Clostridium] methylpentosum,Oscillibacter sp. CAG:241,Propionibacterium freudenreichii,Denitrobacterium detoxificans,Streptococcus sp. F0442,Raoultella planticola,Actinomyces graevenitzii,Clostridium disporicum,Phocaeicola massiliensis,Phascolarctobacterium succinatutens,Blautia hydrogenotrophica,Sanguibacteroides justesenii,Atopobium minutum,Parvimonas sp. KA00067,Prevotella buccalis,Campylobacter hominis,Porphyromonas sp. HMSC065F10,Gemella morbillorum,Ezakiella coagulans,Monoglobus pectinilyticus,Streptococcus salivarius CAG:79,Campylobacter gracilis,Bacteroides eggerthii,Hungatella xylanolytica,Haemophilus paraphrohaemolyticus,Fusobacterium sp. CAG:439,Dialister pneumosintes,Haemophilus pittmaniae,Christensenella hongkongensis,Clostridiales bacterium CHKCI006,Lachnoclostridium sp. An181,Streptococcus vestibularis,Roseburia sp. CAG:303,Rothia dentocariosa,Sarcina ventriculi,Pediococcus acidilactici,Ligilactobacillus agilis,Limosilactobacillus fermentum,Anaerotignum lactatifermentans,Streptococcus peroris,Desulfovibrio fairfieldensis,Campylobacter showae,Robinsoniella sp. RHS,Actinomyces sp. oral taxon 181,Fusobacterium periodonticum,Faecalicatena orotica,Anaerotruncus sp. CAG:528,Citrobacter pasteurii,Solobacterium moorei,Campylobacter upsaliensis,Bacteroides nordii,Lactonifactor longoviformis,Acidaminococcus intestini,Tractidigestivibacter scatoligenes,Ligilactobacillus saerimneri,Morganella morganii,Limosilactobacillus oris,Peptostreptococcus stomatis,Proteus vulgaris,Paraprevotella xylaniphila,Leuconostoc pseudomesenteroides,Prevotella colorans,Bifidobacterium angulatum,Enterococcus durans,Paraprevotella clara,Escherichia marmotae,Streptococcus mutans,Firmicutes bacterium CAG:95,Lactobacillus delbrueckii,Prevotella sp. CAG:279,disease
PRJNA231909.3103736,0,3.35003,2.05181,0,0.77243,0,0.76214,0,0,0,0,0,0,0,0,0,0,9.77348,0,10.46797,0.09722,0.03802,0.05333,3.33146,0,0,0,0.04185,0,0,0,0,0.00284,13.32754,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0.46331,46.38842,0,0.08985,0,0,0,0,2.41066,0,0,0.00251,0,0,0.00268,0,0,0,0,0,0.13419,0,0,0,0,0,0,0,0.13657,0,0,0,0,0.00249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01848,0.00399,0.02474,0,0,0,0,0,0,0,0,0,0.09786,0,0,0,0,0.41085,0.03132,0,0,0,0,0,0,2.4192,0.36059,0.33051,0.25673,0.13535,0.12354,0.01915,0.01099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3116468,0,6.0024,3.14954,2.79061,0.80375,0,0.98704,0.63231,1.1536,0.07777,0.00242,0,0,0,0,0,16.74729,10.398,0,3.10737,0.03548,0.00859,0,5.08429,0,0,0,0.2162,0,0.00138,0,0,0,0,0,0.94398,0,1.2821,0,0,3.00746,0,0.09086,0,0,0.45374,1.60569,0,0,0.31302,3.96344,0,0,0,0,0.02093,0,7.01001,0,0,0,0,0,1.75304,2.01577,0,0.40653,0,0,0.08085,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0.11986,0,0.11281,0,0.89124,0,0,0,0,0,0,0.07547,0,0,0,0,0,0,0,0,0,0,0,0,0.3332,0,12.92562,0,0.18642,0.34384,0,0,0,0,0,0,0,2.0648,6.90259,0,0.13091,0.12607,0,0,0.00046,0,0,0,0.01666,0,0,0,0,0,0,0.11266,0,0,0.34483,0,0,0,0.04788,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53452,0,0,0.00292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19464,0.17567,0.09857,0.02051,0.00543,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3116471,0,3.64293,0.37975,0.38837,1.87104,0,0.67021,0.09082,3.4917,0.02748,0.01128,0.02019,0.00089,0,0,0,17.45514,5.98603,0.02328,0.81121,0.02895,0,0,3.05887,0,0,0.49167,0.15456,0,0,0,0,0,0,0,0.40685,0,7.89635,0,0,0.64114,0,0.11383,0,0,0.96635,0.39444,0,0,0.25158,1.14968,0,0,0,0,0.00571,0,5.67829,0,0,0,0.22881,31.54294,1.99851,1.30122,0,0.95641,0,0.00066,0.04297,0,0,0,0,0,0,0,0,0,0,0,0.02149,0,0,0,0,0,0.14548,0,0.01266,0,0,0,0,0,0,0.06412,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0,4.20411,0,0.17167,0,0,0,0,0,0,0,0,1.24582,1.0928,0,0.14685,0.09801,0,0,0.00182,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00663,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11144,0,0,0,0,0,0,0,0.24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05064,0,0,0,0,0.13291,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3117624,9.03771,13.74067,3.20881,0.02653,0.02711,0,3.40369,1.0131,0.66975,0.01358,0.00294,0.00385,0.4031,0,0,0,2.35989,0.37618,0.01293,0,0.02501,0.05825,0,0.21298,0,0,1.057,0,0,0,0,0,0.00555,0,0,0.4194,0,1.87041,0,0,1.28369,0.03716,0,0,0,1.05414,3.87218,0,0,0.20483,2.00273,0,0,0.30231,0,0.00376,0,11.4098,0,0,0,2.04606,3.44082,2.51198,1.31593,0,0.57322,0.07949,0.0612,0.11739,0,0,0,0,0,0,0,0,0,0,0,0.00881,0,0,0,2.44995,0.1166,0.83778,0,0.54517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54024,0.53931,19.03675,0,0.05994,0,0,0,0,0,0,0,0,2.47808,0.02298,0,0.27771,1.00685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44368,0,0,0.00659,0,0,0,0,0,0.10546,0,0.48478,0,0,0,0,0.33916,0,0,0,0.36217,0,0,0,0,0,0.00384,0,0,0,0,0,0,0,0,0,0.03962,0,0,0,0,0,0,0,0,0,0,0,0,0.06206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61262,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32353,0.00616,0,0,0,0,0,0,0,0.01261,0,healthy
PRJNA231909.3117627,8.49228,4.91063,3.06749,0.04753,0.0264,0,3.91913,0.71254,0.54174,0,0,0,0.03199,0,0,0,0.89755,0.38004,0,0.00175,0,0,0,0,0,0,0.86896,0,0,0,0,0,0,0,0,0.04736,0,0.54429,0,0,1.10899,0.01792,0,0,0,0.27024,1.28942,6.84259,0,0.02222,0.32189,0,1.3505,0.10786,0,0,0.00569,14.17313,0,0,0,1.17373,0,0.62904,1.082,0.55715,0.47196,1.50984,0.02,0.09691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89001,0.18097,0.03716,0.02412,0.90338,0,0.05767,0,0,0,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16756,0.70818,17.04672,0.01033,0.06402,0,0,0,0,0,0,0,0,0.10523,0,0,0.01073,0.87414,0,0,0,0,0,0,0,0,0,0,0,0,3.14417,0,0,0,0,0.15419,0,0,0,0,0,0,0,0.15129,0,0,11.90405,1.54804,0,0.05815,0,0.00287,0.22547,0,0.16896,0.09022,0,0,0.0904,0,0,0,0,0,0,0.01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07746,0.34724,0.36434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0,0.45043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28946,0,0,0,0,0,0,0,0,0,2.94641,healthy
PRJNA231909.3116456,0,29.32693,3.53618,1.75011,4.39381,0,0.63367,0.08539,0,0.6417,7.41703,0,0.13056,0,0,0.07328,2.98353,12.63052,0.05146,18.54337,0.00723,0,2.94495,0,0.0077,0,0,0.12402,0,0,0.08373,0,0.00205,3.31175,1.87467,0,0,0,0.74879,0,3.24721,0,0.01822,0,0,0,0,0,0,0.11071,0,0,0,0,0,0,0,0,0.08546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67791,0.23262,0,0,0,0,0,0,0,0,0.01158,0,0,0.07734,0,0,0,0,0,0.02216,1.54893,0.3942,0.50779,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3117245,0.24846,21.82175,3.26538,2.33199,0.29262,0,0.25927,0.37779,0,0.14353,15.24618,0.00302,0,0.00782,0.00964,0.04816,5.52333,4.1264,0.00231,3.00318,0.00313,0.0156,0,0,0,0,1.74433,0,0,0,0.61003,0,0.00094,2.20619,4.80255,0,0,0,0.0029,0,3.77006,0,0.0552,0,0,0.97315,0,0,0.34785,0.06227,0,0,0,0,0,0.01533,0,19.96341,0,0,0,0,0,0.79074,0,0,0,0.18092,0,0,0,0,0,0,0,0,0,0.05927,0,0,0,0,0.00358,0.06342,0,0,0,0,0,0,0,0,0,0,0,0.11704,0.00283,0,0,0,0,0,0,0,0,0,0,0,0.04548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865,2.37285,0,0,0,0,0,0,0,1.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10276,0,0,0,0,0,0,0.05938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05286,0.00377,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3117247,1.33545,4.37579,3.49764,0.64642,0,0,0.09868,0.85243,0,0.04418,0.08025,0.07994,0.03553,0.26462,0,0.13529,5.45659,5.26669,0.02755,0.44639,0.0178,0.01504,0,0,0.01929,0.01074,0.23536,0,0,0,0.17013,0,0,1.64907,18.46187,0,0,0,0.12897,0,1.53361,0.34264,0,0.19407,0,1.9885,0,0,19.00759,0.17804,0.02979,0,0,0,0,0,0,7.08336,0,0,0,0,5.12371,2.48933,1.55306,0,7.20541,0.6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03775,0,0,0.33445,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0,0,0,0,0,0,0.03267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06649,0,0,0.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88893,0,0,0,0,0,0,0,0,0,0.75661,0,0,0,0,0,0,0,0,0.13868,0,0,0,0,0,0,0,0,0,0,0,0,0.04662,0,0,0,0,0,0,0,0.02033,0,0,0,0,0,0,0,0.27299,0,0,0,0,0,0,0,0,0,0,0,0.00497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46811,1.16178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3117249,4.37915,21.77508,12.81222,0.0764,0.0052,0.18767,0.65401,0.44141,0,0,0.08759,0,0.02085,0.1205,0.0577,0.03937,0.85781,1.45002,0.01128,0.09797,0.0023,0,0,0,0.00452,0,0.2356,0,0,0,0,0,0.00087,5.2491,2.9365,0,0,0,0.07819,0,3.36514,0.03549,0,0.04958,0,1.59066,0,0,3.67476,0.06842,0.20396,0,0,0,0,0.00301,0,5.67219,0,0,0,0,3.40008,2.10572,0.40379,0.00134,2.229,8.29585,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0.04389,0.00171,0,6.18852,0,0.91146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32745,0,0,0,0,0.45087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33845,0,0,0,0,0,0,0,0,1.77741,3.93922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03958,0.14798,0,0.38733,0.0672,0,0,0,0,0,0,0,0.04993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33879,0.45871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3119726,0.03192,19.80989,10.72407,0.62732,0,0.11418,0.79292,0.15535,0,0,0.14086,0.00794,0.01585,0.0526,0.0059,0.03277,2.65992,3.66174,0.00224,0.18697,0.00821,0.02495,0,0,0.0039,0,0,0,0,0,0,0,0.00342,3.82365,3.97631,0,0,0,0.39748,0,3.04324,2.04709,0,0.20741,0,0.41997,0,0,1.20331,0.12945,0.20903,0,0,0.0252,0,0.00218,0,8.08252,0,0,0,0,2.21017,3.08636,0.78013,0.6841,2.89553,2.66879,0.06366,0.03479,0,0,0,0,0,0,0,0,0,0,0,0,0.06576,0.44693,0,1.67632,0.50887,1.7044,0,0,0,0,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0.2214,0,0,0,0,0.37473,0,0,0,0,0,0,0,0,0,0,0,0,0.05561,0,0,0.29784,0,0,0,0,0,0,0,0,2.08656,11.96626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26332,0,0,0,0,0,0,0,0.05277,0,0.49008,0.00438,0,0,0.26193,0.0162,0.02102,0,0,0.07545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419,0,0,0.11325,0,0,0,0,0,0,0.01322,0,0,0.20497,0,0,0.01592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3119727,0,15.80374,10.22263,0.60204,0,0.43656,1.08238,0.42484,0,0,0.13518,0.12955,0.04727,0.11608,0.00796,0.02664,2.61153,2.07879,0,0.08855,0.08529,0.01091,0,0,0,0.01389,0,0,0,0,0,0,0.00412,4.44433,7.27816,0,0,0,0.28409,0,2.83523,1.22168,0,0.02903,0,1.29769,0,0,0.08342,0.70771,0.13305,0,0,0.03434,0,0.00356,0,9.57994,0,0,0,0,6.92253,2.66964,0.00447,0,3.06472,0.20938,0.18242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918,1.87463,0,0.09337,0.70308,2.17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04419,0,0,0,0,0.13343,0,0,0,0,0,0,0,0,0,0,0,0,0.01452,0,0,0.23634,0,0,0,0,0,0,0,0,1.85814,4.37511,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98251,0,0,0,0,0,0,0,0,0,0.50686,0.08644,0,0,0.18696,0.01563,0,0,0.03475,0.18779,0,0,0,0.00921,0,0,0,0,0,0,0,0,0,0,0,0.00451,0,0,0.13554,0,0,0,0,0,0.37989,0,0,0,2.02074,0,0,0,0,0,0,0,0,0,0,0,0,0.01409,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
